complaint_id,user_id,complaint_type,channel,event_type,description,timestamp,resolved
complaint-238,user-7151,too_many_notifications,email,TXNX-005,User complaint: too many notifications,2026-06-17T13:14:36.400Z,true
complaint-239,user-4897,irrelevant_content,whatsapp,TXNX-002,User complaint: irrelevant content,2026-05-21T09:55:36.400Z,true
complaint-240,user-8592,too_many_notifications,whatsapp,RISK-005,User complaint: too many notifications,2026-06-16T12:49:36.400Z,false
complaint-241,user-4682,wrong_time,in_app,MKTX-004,User complaint: wrong time,2026-05-22T13:33:36.400Z,true
complaint-242,user-2970,too_many_notifications,sms,TXNX-003,User complaint: too many notifications,2026-05-31T12:26:36.400Z,true
complaint-243,user-2000,irrelevant_content,in_app,MKTX-003,User complaint: irrelevant content,2026-06-04T13:51:36.400Z,true
complaint-244,user-8400,irrelevant_content,push,TXNX-002,User complaint: irrelevant content,2026-06-10T11:44:36.400Z,true
complaint-245,user-1362,wrong_time,in_app,SIPX-003,User complaint: wrong time,2026-06-03T10:26:36.400Z,true
complaint-246,user-8836,too_many_notifications,push,TXNX-003,User complaint: too many notifications,2026-06-15T08:34:36.400Z,false
complaint-247,user-1706,missing_critical_notification,in_app,TXNX-005,User complaint: missing critical notification,2026-06-11T10:13:36.400Z,false
complaint-248,user-1032,too_many_notifications,email,TXNX-002,User complaint: too many notifications,2026-05-23T11:57:36.400Z,false
complaint-249,user-1264,irrelevant_content,push,SIPX-002,User complaint: irrelevant content,2026-05-23T08:01:36.400Z,true
complaint-250,user-9083,wrong_time,sms,TXNX-002,User complaint: wrong time,2026-05-22T13:45:36.400Z,false
complaint-251,user-2955,too_many_notifications,push,TXNX-002,User complaint: too many notifications,2026-06-01T08:08:36.400Z,false
complaint-252,user-6556,too_many_notifications,in_app,SIPX-001,User complaint: too many notifications,2026-05-19T10:26:36.400Z,false
complaint-253,user-1059,missing_critical_notification,sms,TXNX-001,User complaint: missing critical notification,2026-05-28T08:54:36.400Z,true
complaint-254,user-8514,wrong_channel,in_app,REGX-004,User complaint: wrong channel,2026-06-02T10:21:36.400Z,false
complaint-255,user-6857,too_many_notifications,email,TXNX-004,User complaint: too many notifications,2026-05-26T09:47:36.400Z,false
complaint-256,user-9585,wrong_time,whatsapp,SIPX-004,User complaint: wrong time,2026-06-08T10:45:36.400Z,true
complaint-257,user-1111,wrong_channel,push,MKTX-003,User complaint: wrong channel,2026-06-06T13:39:36.400Z,false
complaint-258,user-802,irrelevant_content,in_app,SIPX-003,User complaint: irrelevant content,2026-05-25T12:41:36.400Z,true
complaint-259,user-7799,irrelevant_content,email,TXNX-003,User complaint: irrelevant content,2026-06-01T10:26:36.400Z,true
complaint-260,user-4752,irrelevant_content,in_app,SIPX-005,User complaint: irrelevant content,2026-05-30T13:18:36.400Z,true
complaint-261,user-7092,missing_critical_notification,in_app,TXNX-003,User complaint: missing critical notification,2026-06-17T10:26:36.400Z,true
complaint-262,user-1358,missing_critical_notification,email,TXNX-002,User complaint: missing critical notification,2026-05-28T10:26:36.400Z,true
complaint-263,user-994,too_many_notifications,push,TXNX-005,User complaint: too many notifications,2026-05-26T09:45:36.400Z,false
complaint-264,user-5903,too_many_notifications,email,TXNX-001,User complaint: too many notifications,2026-06-02T11:15:36.400Z,true
complaint-265,user-3215,wrong_time,in_app,SIPX-002,User complaint: wrong time,2026-06-15T12:40:36.400Z,false
complaint-266,user-6208,wrong_time,push,SIPX-004,User complaint: wrong time,2026-05-31T11:05:36.400Z,true
complaint-267,user-4320,wrong_channel,in_app,TXNX-002,User complaint: wrong channel,2026-05-23T11:40:36.400Z,true
complaint-268,user-1019,missing_critical_notification,in_app,TXNX-003,User complaint: missing critical notification,2026-05-28T12:20:36.400Z,true
complaint-269,user-6996,irrelevant_content,push,MKTX-002,User complaint: irrelevant content,2026-06-10T08:52:36.400Z,true
complaint-270,user-1835,irrelevant_content,email,RISK-002,User complaint: irrelevant content,2026-06-02T10:56:36.400Z,false
complaint-271,user-2294,too_many_notifications,sms,TXNX-003,User complaint: too many notifications,2026-05-20T10:36:36.400Z,true
complaint-272,user-9878,wrong_time,whatsapp,TXNX-003,User complaint: wrong time,2026-05-19T09:10:36.400Z,true
complaint-273,user-3468,irrelevant_content,whatsapp,SIPX-001,User complaint: irrelevant content,2026-05-26T12:15:36.400Z,false
complaint-274,user-808,wrong_time,sms,RISK-002,User complaint: wrong time,2026-06-15T08:14:36.400Z,true
complaint-275,user-4456,irrelevant_content,whatsapp,TXNX-003,User complaint: irrelevant content,2026-06-01T09:46:36.400Z,true
complaint-276,user-9896,irrelevant_content,push,RISK-003,User complaint: irrelevant content,2026-05-24T12:27:36.400Z,true
complaint-277,user-7846,wrong_time,email,TXNX-005,User complaint: wrong time,2026-06-11T12:52:36.400Z,true
complaint-278,user-714,irrelevant_content,push,TXNX-003,User complaint: irrelevant content,2026-06-11T12:52:36.400Z,true
complaint-279,user-9457,missing_critical_notification,whatsapp,TXNX-005,User complaint: missing critical notification,2026-05-23T10:55:36.400Z,false
complaint-280,user-9591,too_many_notifications,push,TXNX-002,User complaint: too many notifications,2026-06-15T10:26:36.400Z,false
complaint-281,user-5207,too_many_notifications,email,TXNX-002,User complaint: too many notifications,2026-05-28T13:28:36.400Z,true
complaint-282,user-9518,missing_critical_notification,whatsapp,SIPX-003,User complaint: missing critical notification,2026-05-24T12:38:36.400Z,false
complaint-283,user-3909,too_many_notifications,in_app,MKTX-004,User complaint: too many notifications,2026-06-04T12:18:36.400Z,true
complaint-284,user-5625,wrong_time,sms,SIPX-002,User complaint: wrong time,2026-05-22T12:24:36.400Z,false
complaint-285,user-6480,too_many_notifications,sms,MKTX-002,User complaint: too many notifications,2026-05-21T11:43:36.400Z,true
complaint-286,user-1597,wrong_channel,sms,TXNX-003,User complaint: wrong channel,2026-05-26T09:59:36.400Z,false
complaint-287,user-1108,irrelevant_content,whatsapp,REGX-001,User complaint: irrelevant content,2026-06-02T12:54:36.400Z,true
complaint-288,user-7649,missing_critical_notification,sms,MKTX-002,User complaint: missing critical notification,2026-06-08T10:26:36.400Z,true
complaint-289,user-1308,wrong_time,in_app,SIPX-001,User complaint: wrong time,2026-06-02T11:04:36.400Z,false
complaint-290,user-2273,irrelevant_content,sms,TXNX-004,User complaint: irrelevant content,2026-06-09T08:20:36.400Z,false
complaint-291,user-2081,too_many_notifications,email,SIPX-005,User complaint: too many notifications,2026-06-07T10:26:36.400Z,true
complaint-292,user-9870,wrong_time,sms,RISK-005,User complaint: wrong time,2026-06-13T10:26:36.400Z,true
complaint-293,user-5457,too_many_notifications,in_app,TXNX-005,User complaint: too many notifications,2026-05-19T12:26:36.400Z,true
complaint-294,user-7696,irrelevant_content,email,RISK-002,User complaint: irrelevant content,2026-05-29T08:07:36.400Z,true
complaint-295,user-4502,wrong_channel,email,RISK-004,User complaint: wrong channel,2026-06-11T10:26:36.400Z,false
complaint-296,user-4777,too_many_notifications,sms,REGX-003,User complaint: too many notifications,2026-05-20T10:26:36.400Z,true
complaint-297,user-3307,wrong_channel,sms,TXNX-003,User complaint: wrong channel,2026-06-11T09:16:36.400Z,true
complaint-298,user-5457,irrelevant_content,sms,SIPX-005,User complaint: irrelevant content,2026-05-26T08:23:36.400Z,true
complaint-299,user-1230,too_many_notifications,email,RISK-002,User complaint: too many notifications,2026-06-09T13:52:36.400Z,true
complaint-300,user-5832,wrong_time,email,TXNX-005,User complaint: wrong time,2026-06-14T08:11:36.400Z,true
complaint-301,user-5486,too_many_notifications,whatsapp,SIPX-005,User complaint: too many notifications,2026-05-26T12:43:36.400Z,true
complaint-302,user-298,too_many_notifications,push,RISK-005,User complaint: too many notifications,2026-06-14T13:17:36.400Z,false
complaint-303,user-2993,wrong_channel,sms,TXNX-005,User complaint: wrong channel,2026-06-03T08:48:36.400Z,false
complaint-304,user-3821,too_many_notifications,whatsapp,RISK-005,User complaint: too many notifications,2026-06-10T11:52:36.400Z,true
complaint-305,user-8353,wrong_time,whatsapp,TXNX-002,User complaint: wrong time,2026-06-06T11:00:36.400Z,true
complaint-306,user-5459,wrong_channel,email,MKTX-004,User complaint: wrong channel,2026-06-07T10:26:36.400Z,true
complaint-307,user-7531,wrong_channel,email,RISK-001,User complaint: wrong channel,2026-06-10T08:59:36.400Z,true
complaint-308,user-1069,irrelevant_content,in_app,SIPX-003,User complaint: irrelevant content,2026-05-30T13:06:36.400Z,true
complaint-309,user-1841,wrong_channel,sms,RISK-003,User complaint: wrong channel,2026-06-11T08:05:36.400Z,false
complaint-310,user-3777,wrong_time,whatsapp,MKTX-001,User complaint: wrong time,2026-05-24T10:09:36.400Z,true
complaint-311,user-4906,wrong_time,push,REGX-004,User complaint: wrong time,2026-05-23T09:31:36.400Z,false
complaint-312,user-1562,missing_critical_notification,in_app,SIPX-004,User complaint: missing critical notification,2026-05-30T08:49:36.400Z,true
complaint-313,user-7826,wrong_time,email,TXNX-001,User complaint: wrong time,2026-06-01T13:10:36.400Z,false
complaint-314,user-2584,too_many_notifications,in_app,TXNX-004,User complaint: too many notifications,2026-05-22T11:47:36.400Z,false
complaint-315,user-7174,too_many_notifications,whatsapp,RISK-001,User complaint: too many notifications,2026-05-26T10:26:36.400Z,false
complaint-316,user-9287,irrelevant_content,whatsapp,TXNX-003,User complaint: irrelevant content,2026-05-29T12:19:36.400Z,true
complaint-317,user-6877,irrelevant_content,whatsapp,RISK-003,User complaint: irrelevant content,2026-05-21T12:26:36.400Z,false
complaint-318,user-3290,irrelevant_content,email,MKTX-002,User complaint: irrelevant content,2026-06-06T13:12:36.400Z,true
complaint-319,user-7363,irrelevant_content,sms,REGX-002,User complaint: irrelevant content,2026-06-11T10:26:36.400Z,false
complaint-320,user-9238,wrong_channel,whatsapp,TXNX-002,User complaint: wrong channel,2026-05-31T10:26:36.400Z,true
complaint-321,user-767,irrelevant_content,email,TXNX-003,User complaint: irrelevant content,2026-05-25T09:58:36.400Z,false
complaint-322,user-494,too_many_notifications,push,REGX-002,User complaint: too many notifications,2026-06-09T11:48:36.400Z,true
complaint-323,user-4246,too_many_notifications,push,MKTX-003,User complaint: too many notifications,2026-06-13T12:09:36.400Z,true
complaint-324,user-7113,irrelevant_content,in_app,MKTX-004,User complaint: irrelevant content,2026-05-20T09:35:36.400Z,true
complaint-325,user-1293,wrong_time,whatsapp,TXNX-005,User complaint: wrong time,2026-06-08T09:49:36.400Z,false
complaint-326,user-9223,wrong_time,in_app,MKTX-003,User complaint: wrong time,2026-05-30T10:26:36.400Z,true
complaint-327,user-1815,too_many_notifications,push,TXNX-003,User complaint: too many notifications,2026-06-16T10:26:36.400Z,true
complaint-328,user-7524,wrong_time,push,TXNX-004,User complaint: wrong time,2026-05-27T13:46:36.400Z,false
complaint-329,user-1974,wrong_time,in_app,RISK-001,User complaint: wrong time,2026-05-27T11:39:36.400Z,false
complaint-330,user-1359,wrong_time,email,SIPX-001,User complaint: wrong time,2026-05-20T08:09:36.400Z,true
complaint-331,user-8876,missing_critical_notification,email,MKTX-005,User complaint: missing critical notification,2026-06-15T09:52:36.400Z,true
complaint-332,user-8022,too_many_notifications,in_app,TXNX-001,User complaint: too many notifications,2026-05-26T10:26:36.400Z,false
complaint-333,user-1015,irrelevant_content,email,REGX-003,User complaint: irrelevant content,2026-06-06T08:43:36.400Z,false
complaint-334,user-5111,too_many_notifications,push,TXNX-001,User complaint: too many notifications,2026-06-13T12:34:36.400Z,true
complaint-335,user-9008,wrong_channel,email,RISK-005,User complaint: wrong channel,2026-05-24T08:41:36.400Z,true
complaint-336,user-155,irrelevant_content,push,TXNX-001,User complaint: irrelevant content,2026-06-05T10:42:36.400Z,true
complaint-337,user-3778,wrong_channel,sms,MKTX-003,User complaint: wrong channel,2026-06-03T10:26:36.400Z,false
complaint-338,user-8884,wrong_time,in_app,TXNX-003,User complaint: wrong time,2026-06-15T10:04:36.400Z,true
complaint-339,user-9194,wrong_time,email,TXNX-001,User complaint: wrong time,2026-06-14T12:50:36.400Z,true
complaint-340,user-8596,irrelevant_content,sms,TXNX-002,User complaint: irrelevant content,2026-06-11T10:21:36.400Z,true
complaint-341,user-8819,missing_critical_notification,in_app,TXNX-004,User complaint: missing critical notification,2026-06-16T12:17:36.400Z,true
complaint-342,user-8495,too_many_notifications,email,SIPX-001,User complaint: too many notifications,2026-05-22T09:32:36.400Z,true
complaint-343,user-6364,too_many_notifications,in_app,TXNX-004,User complaint: too many notifications,2026-05-28T08:03:36.400Z,false
complaint-344,user-4930,too_many_notifications,sms,SIPX-001,User complaint: too many notifications,2026-06-07T10:54:36.400Z,true
complaint-345,user-4189,too_many_notifications,push,RISK-002,User complaint: too many notifications,2026-06-08T11:21:36.400Z,true
complaint-346,user-8976,wrong_time,whatsapp,MKTX-001,User complaint: wrong time,2026-06-17T08:42:36.400Z,true
complaint-347,user-694,irrelevant_content,push,TXNX-005,User complaint: irrelevant content,2026-06-10T13:27:36.400Z,true
complaint-348,user-224,missing_critical_notification,email,MKTX-004,User complaint: missing critical notification,2026-05-27T12:28:36.400Z,true
complaint-349,user-2387,too_many_notifications,in_app,RISK-002,User complaint: too many notifications,2026-06-16T10:39:36.400Z,true
complaint-350,user-8039,wrong_time,sms,SIPX-005,User complaint: wrong time,2026-06-16T11:09:36.400Z,true
complaint-351,user-1199,irrelevant_content,push,TXNX-002,User complaint: irrelevant content,2026-06-03T10:26:36.400Z,true
complaint-352,user-6117,irrelevant_content,sms,REGX-005,User complaint: irrelevant content,2026-05-27T12:04:36.400Z,true
complaint-353,user-9751,too_many_notifications,push,MKTX-004,User complaint: too many notifications,2026-05-29T13:26:36.400Z,true
complaint-354,user-1008,too_many_notifications,sms,TXNX-005,User complaint: too many notifications,2026-05-24T12:14:36.400Z,true
complaint-355,user-5313,wrong_channel,whatsapp,MKTX-004,User complaint: wrong channel,2026-05-24T11:28:36.400Z,true
complaint-356,user-1017,too_many_notifications,sms,SIPX-004,User complaint: too many notifications,2026-05-28T10:26:36.400Z,false
complaint-357,user-2982,wrong_channel,push,SIPX-001,User complaint: wrong channel,2026-06-10T09:13:36.400Z,false
complaint-358,user-6079,missing_critical_notification,sms,TXNX-001,User complaint: missing critical notification,2026-06-03T08:12:36.400Z,true
complaint-359,user-2893,missing_critical_notification,in_app,RISK-003,User complaint: missing critical notification,2026-05-22T11:54:36.400Z,true
complaint-360,user-8241,missing_critical_notification,whatsapp,RISK-003,User complaint: missing critical notification,2026-05-27T10:26:36.400Z,true
complaint-361,user-9142,too_many_notifications,push,TXNX-004,User complaint: too many notifications,2026-05-20T13:02:36.400Z,true
complaint-362,user-4366,wrong_time,push,TXNX-005,User complaint: wrong time,2026-05-28T10:51:36.400Z,false
complaint-363,user-1420,too_many_notifications,in_app,TXNX-003,User complaint: too many notifications,2026-06-09T13:23:36.400Z,true
